time,ACB,BCM,BID,BVH,CTG,FPT,GAS,GVR,HDB,HPG,MBB,MSN,MWG,PLX,POW,SAB,SHB,SSI,STB,TCB,TPB,VCB,VHM,VIB,VIC,VJC,VNM,VPB
3/10/2020,6.98,23.33,23.93,41.55,11.21,18.68,42.45,,5.1,7.47,5.57,42.4,29.62,35.08,7.49,59.58,4.03,5.11,11.4,9.78,5.93,34.5,56.37,4,43.42,114.5,62.07,8.49
3/11/2020,6.75,21.08,22.27,38.9,10.62,18.35,39.54,,4.84,7.09,5.29,40.42,27.57,32.76,7.11,58.32,4.43,4.76,10.65,9.12,5.93,33.25,56.37,3.88,43.11,106.5,62.01,7.9
3/12/2020,6.38,19.96,20.72,36.22,9.98,17.38,36.81,,4.5,6.64,4.93,40.42,25.64,30.48,6.61,55.48,4.47,4.45,9.95,8.48,5.74,30.96,53.05,3.67,40.8,101,61.58,7.36
3/13/2020,6.35,18.65,19.76,34.51,10.05,17.4,35.33,,4.54,6.57,4.97,40.34,24.92,28.95,7.02,55.25,4.39,4.37,10.4,8.62,5.55,30.66,53.05,3.6,41.11,101,60.48,7.34
3/16/2020,6.03,18.74,18.51,32.85,9.38,17.2,36.75,,4.29,6.59,4.78,40.06,23.97,29.47,7,57.55,4.39,4.37,9.99,8.24,5.78,28.97,52.91,3.53,41.11,100,59.2,6.84
3/17/2020,6.09,19.96,19.08,33.27,9.61,17.52,37.06,9.82,4.19,6.62,4.86,40.06,24.38,31.52,6.98,54.14,4.5,4.66,10.2,8.48,5.93,29.15,51.51,3.51,39.33,101.7,58.59,7.02
3/18/2020,6.12,19.86,19.5,33.27,9.59,17.49,35.95,9.21,4.21,6.79,4.8,39.98,24.85,33.72,6.91,52.18,4.74,4.5,10,8.48,6.02,29.92,51.21,3.51,39.56,101.4,57.98,7.03
3/19/2020,6.09,18.74,18.85,31.65,9.2,17.23,34.27,8.59,4.13,6.6,4.68,39.81,23.84,32.12,6.68,48.73,4.7,4.5,9.75,8.15,6.02,28.5,50.48,3.44,39.42,98,54.32,6.79
3/20/2020,6.18,17.43,18.68,29.6,9.06,17.23,35.88,8.01,4.13,6.41,4.65,39.81,24.35,32.52,6.67,48.34,4.78,4.55,9.8,8.2,6.19,26.56,47.01,3.44,36.67,103,54.93,6.87
3/23/2020,5.57,15.93,17.39,27.56,8.44,16.04,33.4,7.45,3.84,5.97,4.33,39.81,22.65,30.28,6.2,44.97,4.7,4.24,9.12,7.63,6.02,24.7,43.77,3.06,34.13,95.8,51.08,6.4
3/24/2020,5.66,15.09,17.84,29.48,8.37,16.08,34.83,7.63,3.75,5.9,4.3,39.73,21.7,30.03,5.94,44.31,4.74,4.1,8.8,7.61,6.2,25.04,40.75,3.18,31.78,96.5,52.55,6.36
3/25/2020,5.92,16.77,18.74,31.52,8.95,16.62,37.25,7.8,3.93,6.14,4.55,39.73,23.02,32.12,6.19,46.04,5.06,4.38,9.11,7.84,6.19,26.77,43.55,3.39,34,97.1,56.15,6.63
3/26/2020,5.69,16.87,18.8,33.7,8.6,15.97,36.38,7.5,3.87,5.84,4.38,39.65,21.45,31.6,5.99,47.96,4.98,4.25,8.7,7.61,5.79,27.29,44.95,3.23,36.36,97,57.37,6.4
3/27/2020,5.69,16.77,18.63,32.42,8.7,15.57,36.07,7.42,3.6,5.59,4.24,39.89,19.96,31.64,6.01,49.72,4.94,4.06,8.21,7.56,5.58,27.68,44.21,3.2,38.58,96.9,57.43,6.38
3/30/2020,5.25,15.93,17.44,30.71,8.1,14.6,33.84,7.28,3.41,5.64,3.95,39.73,18.77,30.2,5.63,46.46,4.74,3.78,7.64,7.04,5.2,26.34,41.12,2.97,36.18,96.5,55.66,5.94
3/31/2020,5.14,15.55,17.41,31.57,7.87,14.85,33.96,7.35,3.52,5.81,3.94,39.65,18.58,30.79,5.59,47.19,4.86,3.81,7.3,7.09,4.85,26.77,40.53,2.99,37.07,97.2,55.54,5.53
4/1/2020,5.37,15.93,18.12,33.74,8.37,15.28,34.77,7.51,3.74,5.95,4.14,39.81,19.3,32.82,5.8,47.23,5.14,4.07,7.81,7.32,4.58,28.07,40.38,3.09,38.22,99.2,57.37,5.63
4/3/2020,5.51,16.87,19.36,36.09,8.6,16.11,36.69,7.63,3.86,6.09,4.29,42.32,20.63,33.66,6.07,47.96,5.3,4.35,8.35,7.49,4.73,28.28,42.52,3.16,40.44,99.9,57.98,5.73
4/6/2020,5.95,17.8,20.72,38.6,9.2,17.16,39.04,7.98,4.05,6.5,4.58,45.23,22.05,33.83,6.42,50.65,5.82,4.65,8.93,8.01,4.93,29.36,45.46,3.34,43.24,99.9,58.71,6.12
4/7/2020,5.86,17.8,20.88,40.78,9.08,17.09,38.98,7.86,4.1,6.55,4.64,46.53,23.53,32.77,6.3,52.56,5.94,4.65,9.18,8.01,4.94,29.45,48.63,3.34,43.24,99,60.12,6.35
4/8/2020,5.83,17.8,21.42,40.78,9.02,16.93,38.86,7.88,4.08,6.45,4.56,47.66,23.34,32.39,6.73,52.95,6.18,4.71,9.28,7.89,4.83,29.15,51.58,3.3,41.78,99,60.42,6.17
4/9/2020,5.77,17.8,21.28,40.27,9.06,16.93,41.52,8.29,4.08,6.4,4.59,48.07,23.02,33.74,6.87,53.71,6.54,5.03,9.19,7.98,4.92,30.66,50.84,3.37,42.67,102,61.09,6.14
4/10/2020,5.71,17.62,20.83,39.24,8.9,16.76,41.58,8.86,3.95,6.48,4.52,48.71,22.61,34.38,6.72,54.1,6.98,5.07,9.01,7.91,4.86,30.48,49.44,3.32,42.22,109.1,60.79,6.09
4/13/2020,5.77,17.8,20.97,39.46,8.97,16.8,42.14,8.9,3.99,6.67,4.58,47.02,23.66,34.04,6.94,54.1,7.1,5.01,9.04,8.13,4.92,30.57,49.59,3.32,42.67,115.7,60.48,6.51
4/14/2020,5.77,17.24,20.6,39.41,8.79,17.88,41.52,9.47,3.95,6.88,4.62,49.36,23.59,33.41,7.13,55.02,7.1,5.03,9.16,8.1,4.9,30.18,50.11,3.32,42.49,112.8,60.42,6.95
4/15/2020,5.83,17.9,21.05,41.46,9.08,18.1,41.27,9.78,4.08,6.93,4.75,49.28,24.22,33.66,7.14,58.7,7.18,5.08,9.7,8.29,5.17,30.61,49.96,3.41,42.67,110.8,60.54,7.1
4/16/2020,5.89,20.15,21.05,41.16,9.06,18.17,41.77,9.47,4.14,6.98,4.8,49.2,24.25,34.59,7.06,60.47,7.14,5.08,9.72,8.29,5.13,30.74,49.74,3.44,42.62,116,60.6,7.1
4/17/2020,6.06,22.49,21.11,41.33,9.2,18.5,41.96,9.47,4.25,7.14,4.94,49.04,25.86,34.93,7.13,63.46,7.18,5.18,9.73,8.38,5.23,30.83,50.48,3.44,42.71,117.4,60.6,7
4/20/2020,5.97,21.55,20.94,40.82,9.08,18.53,42.64,9.38,4.22,7.31,4.84,48.07,26.59,37.03,7.41,67.87,6.94,5.22,9.55,8.36,5.17,31.05,50.48,3.46,42.76,117.2,61.03,6.85
4/21/2020,5.71,19.21,19.59,38.9,8.6,17.81,39.97,8.73,3.97,6.97,4.55,45.8,25.04,34.46,7.36,65.22,6.26,4.89,8.99,7.96,4.86,30.87,50.11,3.37,41.33,115,59.08,6.38
4/22/2020,5.89,19.96,20.43,40.1,8.81,18.46,39.35,8.81,4.11,7.17,4.68,47.1,25.86,34.34,7.47,67.14,6.46,5.07,9.17,7.98,5,29.92,48.19,3.39,41.11,115.1,59.51,6.59
4/23/2020,5.86,19.68,20.43,40.35,8.79,18.43,40.35,8.86,4.07,7.45,4.7,47.1,26.34,34.34,7.49,69.29,6.54,5.07,9.15,8.01,5,29.88,49.07,3.39,41.33,116.4,58.65,6.49
4/24/2020,5.86,20.43,20.32,40.1,8.79,18.43,40.35,8.73,4.07,7.62,4.67,48.15,26.18,34.88,7.53,69.06,6.54,5.05,9.1,8.08,5,29.75,47.9,3.37,41.33,115.2,62.74,6.69
4/27/2020,5.8,21.93,19.81,39.63,8.63,18.32,39.79,9.34,4.05,7.57,4.56,47.34,25.93,33.91,7.81,69.06,6.42,4.99,8.99,8.05,4.94,28.84,47.53,3.37,40.89,113.5,62.74,6.85
4/28/2020,5.86,22.11,19.84,39.33,8.72,18.32,38.92,9.47,4.06,7.38,4.59,48.31,25.52,33.49,8.12,65.22,6.38,4.93,8.98,8.08,4.94,28.93,47.6,3.39,40.89,112.9,61.34,6.85
4/29/2020,5.92,22.39,20.09,39.41,9.15,18.35,39.29,9.78,4.08,7.41,4.64,47.58,25.77,34,8.32,62.54,6.34,4.95,9.1,8.13,4.92,29.36,46.86,3.39,40.84,115.5,60.42,6.69
5/4/2020,5.86,22.02,19.93,37.62,9.18,18.24,39.54,9.38,4.26,7.24,4.61,46.37,25.04,33.83,7.74,59.47,6.22,4.84,8.98,8.22,4.92,29.1,47.82,3.34,40.8,114.3,59.57,6.54
5/5/2020,5.86,21.18,19.93,38.39,9.08,18.39,40.59,9.73,4.28,7.38,4.59,45.64,25.01,34.08,7.62,58.2,6.06,4.82,8.97,8.22,4.97,28.84,46.86,3.34,41.2,111.5,61.34,6.64
5/6/2020,6,21.36,20.32,39.67,9.24,19.11,42.51,10.39,4.23,7.66,4.64,46.93,25.61,35.39,7.84,60.62,6.18,4.93,9.14,8.29,5.07,29.19,49.37,3.37,42.22,112.1,61.95,6.8
5/7/2020,6.12,21.36,21.2,40.05,9.34,19.33,42.58,10.96,4.21,8.14,4.74,47.58,26.05,35.47,8.04,64.84,6.42,5.03,9.34,8.36,5.11,30.1,49.81,3.39,42.67,115.2,63.11,6.98
5/8/2020,6.18,22.21,21.45,40.86,9.56,19.4,43.13,10.52,4.42,8.07,4.83,49.36,26.43,36.95,7.96,65.99,6.78,5.14,9.52,8.93,5.11,31.74,52.24,3.46,43.33,120,64.08,7.44
5/11/2020,6.26,22.86,21.73,41.08,9.73,19.51,45.24,10.87,4.45,8.26,4.88,51.06,26.81,37.37,8,66.41,6.98,5.39,9.69,9.54,5.3,32.17,54.16,3.58,43.33,118.6,66.22,7.87
5/12/2020,6.29,22.21,21.76,42.49,9.91,19.65,45.37,10.96,4.48,8.16,5,50.17,26.27,38.43,8.2,66.57,6.9,5.41,9.7,9.73,5.67,32.64,54.16,3.6,43.11,117.4,69.51,7.85
5/13/2020,6.26,22.39,22.35,43.08,9.91,20.89,44.87,11.05,4.68,8.31,5.09,50.09,26.46,38.51,8.12,65.99,6.9,5.35,9.96,9.73,6.06,32.64,52.61,3.58,42.22,114.9,69.39,7.8
5/14/2020,6.18,21.93,22.41,42.4,9.77,20.61,44.31,10.79,4.54,8.26,5.03,51.71,26.18,38.47,8,66.07,6.86,5.43,10.05,9.68,6.17,32.82,52.02,3.55,42.67,114,68.97,7.72
5/15/2020,6.26,21.93,21.79,41.16,9.56,20.32,43.94,10.57,4.51,8.1,4.93,50.25,25.89,37.54,7.88,66.07,6.18,5.31,9.8,9.57,6.17,32.82,52.76,3.51,43.11,114,67.62,7.78
5/18/2020,6.29,21.46,21.96,41.63,9.77,20.46,45.55,10.79,4.58,8.66,4.96,50.58,26.97,38.26,7.96,66.38,5.94,5.39,9.73,9.75,6.07,33.9,52.98,3.53,42.89,114,67.81,8.19
5/19/2020,6.41,22.02,22.07,41.46,10.21,20.85,46.36,10.79,4.65,9.02,5.06,50.98,27.5,39.48,8.04,65.99,5.78,5.45,9.9,10.06,6.22,34.11,53.94,3.58,42.89,114.9,68.72,8.16
5/20/2020,6.41,22.02,22.1,42.23,10.21,20.7,45.98,11.22,4.63,9.12,5.03,51.63,27.28,39.52,8.04,66.18,5.22,5.45,10.4,9.94,6.2,34.37,56.81,3.53,42.93,113.7,69.58,8.03
5/21/2020,6.46,22.11,22.41,42.74,10.5,20.87,46.48,11.22,4.95,9.14,5.12,51.63,27.44,39.65,8.04,67.53,4.78,5.47,10.5,10.39,6.16,35.06,57.48,3.6,43.56,115,70.19,8.06
5/22/2020,6.46,22.02,22.18,41.93,10.43,20.51,45.8,10.96,4.72,9.4,5.02,50.17,26.81,39.14,7.96,66.76,5.26,5.45,10.2,9.94,5.93,34.98,56.37,3.65,42.84,114,69.82,7.88
5/25/2020,6.52,23.89,22.38,42.23,10.55,20.51,45.68,11.49,4.76,9.41,5.03,50.01,27.16,39.1,8.04,67.14,5.62,5.54,10.25,9.94,5.93,35.02,56.59,3.74,43.16,113.1,71.77,7.83
5/26/2020,6.72,25.3,23.71,44.36,10.59,20.65,46.42,11.49,4.81,9.79,5.12,50.58,27.28,39.57,8.36,67.26,5.58,5.85,10.4,9.99,5.96,35.62,56.3,3.84,43.07,113,71.77,7.88
5/27/2020,6.58,25.02,22.47,43.08,10.25,20.32,46.48,11.14,4.68,9.38,5.03,50.58,26.75,39.57,8.12,67.22,5.42,5.68,10.1,9.87,5.91,35.8,55.04,3.79,43.07,113,70.19,7.51
5/28/2020,6.61,24.83,22.97,43,10.32,20.32,45.8,11.18,4.68,9.38,5.03,50.82,26.71,39.48,8.2,67.22,5.62,5.66,10.3,9.87,5.83,36.49,55.26,3.79,43.11,113.3,70.06,7.54
5/29/2020,6.61,24.83,22.63,42.61,10.3,20.29,46.11,11.18,4.78,9.45,5,50.74,26.68,38.93,8.08,67.68,5.58,5.64,10.3,9.78,5.83,36.79,56.44,3.81,43.11,113,70.19,7.62
6/1/2020,7.24,25.21,23.4,43.25,10.75,20.44,46.67,11.27,4.93,9.53,5.19,51.06,27.12,39.06,8.24,68.18,5.62,5.79,10.75,10.06,6.02,37.35,58.29,3.95,43.2,113.3,70.86,8.01
6/2/2020,7.16,24.08,22.89,42.57,10.73,20.32,47.35,11,5.26,9.33,5.2,51.71,26.9,39.14,8.28,70.21,5.58,5.73,10.5,9.99,5.93,37.39,57.33,3.98,42.98,114.7,70.8,7.87
6/3/2020,7.36,24.64,23.14,42.57,10.98,20.59,48.34,11.4,5.63,9.29,5.25,51.79,26.94,39.4,8.36,69.06,6.06,5.79,10.65,10.09,6.2,37.95,57.4,4.14,43.02,113.8,71.16,7.93
6/4/2020,7.3,24.55,23.59,42.53,11.28,20.49,48.34,11.14,5.49,9.17,5.23,51.38,26.97,39.78,8.36,68.68,6.34,5.98,10.6,10.01,6.22,38.43,57.11,4.14,42.67,114.3,71.9,7.83
6/5/2020,7.27,24.55,23.76,42.44,11.19,20.61,47.72,11.31,5.43,9.33,5.2,50.98,27.16,39.65,8.32,68.68,6.38,5.98,10.55,10.13,6.2,38.43,56.96,4.12,42.22,114.3,72.75,8
6/8/2020,7.33,24.83,24.84,43.17,11.4,20.89,48.96,11.4,5.41,9.55,5.26,51.3,28.42,40.49,8.44,69.83,6.54,6.11,10.7,10.25,6.16,38.6,57.33,4.19,42.67,115,74.95,7.98
6/9/2020,7.36,24.92,24.47,44.7,11.08,20.72,48.59,11.97,5.54,9.34,5.26,50.98,27.98,40.16,8.71,68.56,6.42,6.04,10.75,10.18,6.12,38.65,57.18,4.21,42.76,117.8,76.29,7.87
6/10/2020,7.39,24.92,24.55,45.05,11.28,20.65,48.34,11.62,5.53,9.31,5.41,50.9,28.2,40.24,8.87,68.29,6.46,6.09,11.5,10.32,6.22,38.69,57.11,4.16,42.49,117.8,75.07,7.88
6/11/2020,7.07,25.11,22.86,41.97,10.5,19.47,44.99,10.96,5.37,8.79,5.09,47.34,26.24,37.46,8.28,67.91,6.18,5.68,11.05,9.87,5.82,38,56.37,3.98,41.33,113.5,74.64,7.54
6/12/2020,7.07,24.92,23.99,41.21,10.66,19.89,46.23,10.65,5.31,9.14,5.13,47.34,27.12,38.13,8.24,65.99,6.38,5.9,11.8,9.99,5.93,36.96,55.26,4.05,40.8,113.4,72.02,7.54
6/15/2020,6.72,23.42,22.52,40.27,10.21,19.47,44.68,10.87,5.39,8.76,4.94,45.64,26.02,37.12,8.28,63.69,6.3,5.5,12.05,9.5,5.74,35.41,51.58,3.95,39.56,109,68.36,7.05
6/16/2020,6.87,25.21,22.97,41.97,10.64,19.72,45.3,11.18,5.39,9.03,5.06,46.61,26.62,37.37,8.44,63.73,6.42,5.79,11.9,9.73,5.93,36.14,55.19,4.02,41.51,107.7,71.41,7.25
6/17/2020,6.84,24.08,22.75,40.95,10.53,19.62,45.18,10.87,5.3,9.05,5.03,46.53,26.43,38.6,8.32,63.73,5.78,5.71,11.6,9.59,5.81,36.36,56,4,40.84,109.8,70.55,7.29
6/18/2020,6.87,24.83,22.86,40.95,10.48,19.72,44.75,10.79,5.24,9.24,5.03,46.12,26.43,39.4,8.2,63.81,5.58,5.71,11.4,9.54,5.83,36.7,56.37,4.05,40.44,111,70.31,7.28
6/19/2020,7.04,24.83,23.4,42.23,10.69,19.89,44.99,11.05,5.29,9.43,5.09,46.12,26.65,38.81,8.2,63.81,5.86,5.83,11.9,9.68,5.93,36.87,56.37,4.09,43.24,110,70.19,7.44
6/22/2020,6.96,25.02,23.31,41.8,10.73,19.89,45.3,10.92,5.23,9.41,5.09,47.18,27.09,38.81,8.28,63.69,5.78,5.79,11.7,9.8,5.92,36.92,57.7,4.09,43.07,109,70.43,7.41
6/23/2020,6.93,25.21,22.97,41.46,10.64,20.13,45.8,11,5.23,9.31,5.09,47.26,26.9,39.02,8.28,62.92,5.66,6.13,11.55,9.75,6.02,37.13,57.25,4.09,41.87,109.4,70.8,7.42
6/24/2020,6.87,25.21,22.75,40.95,10.43,19.98,44.99,10.79,5.18,9.31,5.1,46.29,26.81,38.72,8.16,61.39,5.54,6,11.2,9.68,6,36.57,55.78,4.12,42.09,108.5,71.47,7.28
6/25/2020,6.84,25.21,22.58,40.95,10.39,19.81,44.87,10.57,5.08,9.41,5.04,45.88,26.37,38.68,8.08,61.39,5.7,6.02,11.45,9.54,5.93,36.14,55.63,4.16,41.51,108.5,71.04,7.18
6/26/2020,6.81,25.11,22.52,40.52,10.32,19.83,44.75,10.43,5.01,9.38,5.04,45.64,26.56,38.64,8.04,63.23,5.58,5.9,11.3,9.61,5.98,35.97,55.71,4.12,40.67,108.5,70.74,7.18
6/29/2020,6.61,24.64,21.73,39.03,10.02,19.49,43.2,10,4.88,9.19,4.9,44.59,25.71,37.54,7.73,61.58,5.22,5.64,10.95,9.28,5.89,35.19,54.53,4.07,39.56,106.8,69.19,6.85
6/30/2020,6.58,24.92,21.39,38.82,9.86,19.32,42.76,9.65,4.9,9.24,4.83,43.78,25.48,37.54,7.65,60.24,5.18,5.64,10.75,9.24,5.82,34.67,55.63,4.07,39.56,108,69.68,6.67
7/1/2020,6.7,24.92,22.13,39.2,10.21,19.55,44,10.08,4.85,9.45,4.91,44.91,25.86,38.05,7.73,62.54,5.26,5.83,11.2,9.35,5.89,35.71,56.66,4.14,40.44,108,70.92,7.05
7/2/2020,6.67,25.02,22.01,40.01,10.21,19.53,43.69,10.13,4.88,9.52,4.9,46.29,25.8,38.38,7.58,64.04,5.18,5.77,11.05,9.33,5.88,35.67,56.66,4.14,39.96,107.9,69.87,7
7/3/2020,6.64,25.02,22.07,39.67,10.21,19.58,43.57,10.22,5.13,9.48,4.9,46.29,25.77,38.76,7.62,67.14,5.1,5.77,11,9.35,5.82,35.84,57.33,4.14,40.09,108,70.55,6.95
7/6/2020,6.81,25.11,22.63,40.1,10.55,19.81,44.87,10.43,5.13,9.52,4.94,46.61,26.34,39.14,7.88,69.25,5.14,5.94,11.55,9.57,5.91,35.8,59.54,4.14,40.62,107.7,72.03,7.18
7/7/2020,6.84,25.11,22.92,40.27,10.73,20.08,44.87,10.22,5.13,9.78,4.97,46.12,26.4,39.23,7.81,71.02,5.22,5.92,11.45,9.57,5.92,36.01,59.54,4.16,40.44,108.3,71.72,7.08
7/8/2020,6.9,25.11,22.89,40.27,10.82,20.19,45.18,10.22,5.14,9.67,4.99,46.12,26.37,39.23,7.77,74.05,5.22,5.98,11.5,9.5,6.05,35.84,59.24,4.3,40.36,107.6,71.41,7.15
7/9/2020,7.01,25.21,23.48,40.74,11.03,20.46,46.6,10.39,5.37,9.71,5.07,46.45,26.49,39.27,7.87,78.65,5.3,6.04,11.8,9.9,6.2,36.1,59.54,4.4,40.44,108.1,71.66,7.46
7/10/2020,6.93,25.21,23.43,40.86,10.89,20.23,46.05,10.43,5.26,9.57,5.02,46.04,26.15,39.1,7.92,79.04,5.22,6.08,11.55,9.66,6.13,35.71,58.51,4.33,40.62,108,71.29,7.39
7/13/2020,6.9,25.11,23.31,40.52,10.96,20.59,46.42,10.43,5.26,9.53,5,45.8,26.12,39.14,7.92,76.73,5.18,6.08,11.45,9.59,6.16,35.8,58.29,4.3,40.58,108,70.98,7.29
7/14/2020,6.93,25.02,23.28,40.57,11.01,20.55,46.94,10.61,5.27,9.62,4.99,45.32,26.15,39.14,7.92,74.82,5.18,6.36,11.55,9.5,6.13,35.84,59.32,4.3,40.58,108,71.23,7.25
7/15/2020,6.93,24.83,23.34,40.82,11.03,20.57,46.87,10.61,5.3,9.67,5.03,45.07,26.68,39.19,7.88,73.47,5.1,6.3,11.55,9.73,6.12,36.05,59.76,4.44,40.22,107.8,71.72,7.34
7/16/2020,6.93,24.83,23.34,40.95,11.03,20.57,46.94,10.57,5.37,9.86,5.09,46.12,26.75,39.52,7.96,74.05,5.14,6.32,11.6,9.92,6.24,36.05,60.05,4.56,41.33,112,72.65,7.38
7/17/2020,7.16,24.83,23.48,41.25,11.03,20.36,46.74,10.61,5.32,9.84,5.09,45.48,26.49,40.07,7.88,73.67,5.18,6.36,11.6,9.73,6.22,35.75,59.32,4.58,40.67,109,72.22,7.52
7/20/2020,7.07,24.92,23.03,40.18,10.89,20.06,46.09,10.61,5.28,9.66,5,44.51,26.27,39.14,7.77,73.28,5.14,6.26,11.45,9.68,6.17,35.49,58.36,4.63,40.09,107.5,71.54,7.41
7/21/2020,7.1,24.83,23.03,39.84,10.91,20.23,46.16,10.48,5.24,9.69,5.03,44.26,26.4,38.72,7.74,73.01,5.14,6.18,11.5,9.68,6.07,35.62,58.06,4.72,40.09,108.4,71.72,7.42
7/22/2020,7.04,24.92,22.58,39.24,10.69,20.06,45.64,10.3,5.19,9.69,4.99,43.86,26.24,38.22,7.67,72.94,5.06,6.1,11.3,9.57,6.07,35.62,57.11,4.79,39.91,107.4,70.55,7.33
7/23/2020,6.98,24.92,22.49,39.16,10.69,20.21,46.22,10.08,5.25,9.72,4.96,43.62,26.18,38.81,7.61,72.05,4.86,6.04,11.25,9.59,6.05,35.62,58.06,4.75,40,107.9,70.61,7.34
7/24/2020,6.7,24.92,21.56,37.2,10.18,19.43,44.4,9.65,5,9.26,4.8,42.08,24.98,38.3,7.34,69.48,4.5,5.79,10.9,9.21,5.85,34.98,56,4.51,39.11,103.8,68.69,6.92
7/27/2020,6.29,24.46,20.07,34.59,9.47,18.5,41.61,8.99,4.65,8.95,4.46,40.06,23.24,35.64,6.94,66.38,4.07,5.39,10.15,8.57,5.51,33.25,52.24,4.14,37.78,97.9,63.93,6.45
7/28/2020,6.61,24.55,21.36,35.75,9.93,19.34,44.08,9.29,4.74,9.43,4.74,40.87,23.97,36.78,7.34,69.06,4.47,5.75,10.55,8.86,5.89,33.9,55.85,4.35,37.87,96.5,67.95,6.76
7/29/2020,6.41,24.36,20.86,34.21,9.54,18.86,41.28,8.99,4.7,9.17,4.55,39.93,23.02,35.05,7.25,65.61,4.74,5.49,10.15,8.57,5.74,33.46,54.53,4.09,37.11,95.1,65.54,6.51
7/30/2020,6.52,24.46,21,34.64,9.77,19.11,42.58,8.86,4.76,9.32,4.61,40.3,23.43,35.6,7.34,65.26,4.74,5.57,10.2,8.79,5.79,33.42,56.44,4.14,37.82,96,67.39,6.63
7/31/2020,6.49,24.46,20.69,34.47,9.7,18.83,42.58,8.77,4.73,9.15,4.58,40.87,23.5,35.6,7.21,64.46,4.7,5.49,10.1,8.57,5.82,32.99,57.25,4.21,38.89,94.5,66.16,6.59
8/3/2020,6.7,24.64,21,36.86,9.95,19.43,43.69,9.08,4.82,9.65,4.71,42.56,23.97,36.91,7.29,64.84,4.82,5.71,10.35,8.79,5.83,34.03,57.84,4.42,38.93,96,67.52,6.84
8/4/2020,6.84,27.17,21.39,38.65,10.09,19.7,44.27,9.16,4.87,9.69,4.77,43.7,24.29,37.54,7.36,65.69,5.02,5.81,10.5,8.9,5.91,35.36,58.21,4.44,39.11,97,68.82,6.89
8/5/2020,6.93,27.45,21.87,39.24,10.37,19.89,44.6,9.34,5.04,10.16,4.81,44.51,24.98,37.5,7.52,67.53,5.14,5.87,10.65,9.19,5.93,35.71,58.65,4.47,38.67,99.8,69.31,7.02
8/6/2020,6.87,27.08,21.59,38.69,10.25,19.81,45.18,9.29,5.13,10.14,4.75,43.62,25.01,37.63,7.45,70.02,5.1,5.81,10.5,9.07,5.93,35.75,58.65,4.56,38.89,101,70.98,6.97
8/7/2020,6.84,27.17,21.51,38.31,10.41,19.94,45.64,9.29,5.14,10.2,4.74,43.78,24.79,37.63,7.41,70.6,4.98,5.77,10.45,9.05,5.91,35.8,58.65,4.54,38.89,100.3,71.41,6.94
8/10/2020,6.87,28.58,21.51,38.73,10.43,19.98,45.83,9.78,5.23,10.24,4.78,44.1,24.92,38.13,7.62,69.02,5.06,5.83,10.6,9.16,5.93,35.36,58.65,4.61,39.2,100,70.79,6.97
8/11/2020,7.33,28.3,21.73,38.6,10.62,19.89,45.51,9.73,5.27,10.22,4.8,44.18,25.07,38.55,7.56,68.49,5.02,5.96,10.65,9.19,5.96,35.45,58.51,4.72,38.89,99.5,70.79,7
8/12/2020,7.33,28.3,22.13,38.77,10.71,20.1,46.29,9.73,5.3,10.24,4.9,43.86,25.17,39.23,7.67,68.64,5.02,5.94,10.75,9.28,5.96,35.45,58.51,4.84,38.84,100.5,71.47,7.08
8/13/2020,7.36,27.92,22.38,40.05,10.87,20.29,47.2,9.65,5.35,10.33,4.93,44.02,25.93,39.31,7.84,70.21,5.06,6.02,10.85,9.35,6.03,35.84,58.51,4.86,39.11,101.6,71.97,7.1
8/14/2020,7.3,27.36,22.01,39.12,10.75,20.23,47,9.56,5.41,10.16,4.99,43.21,26.21,39.31,7.88,70.98,4.98,5.92,10.7,9.35,5.95,35.41,58.73,4.75,38.84,100.6,72.15,6.98
8/17/2020,7.45,28.39,21.84,38.82,10.75,20.32,46.81,9.6,5.45,10.24,4.97,42.89,25.93,38.98,7.77,70.52,4.98,5.87,10.65,9.5,5.95,35.54,58.73,4.82,38.98,100.2,72.34,6.95
8/18/2020,7.39,28.39,21.68,38.05,10.62,20.25,46.74,9.69,5.41,10.18,4.94,42.4,25.67,38.85,7.79,69.29,4.94,5.83,10.75,9.47,5.96,35.54,58.65,4.89,38.44,99.8,71.47,6.95
8/19/2020,7.39,28.2,21.79,38.65,10.66,20.25,46.87,10.08,5.36,10.22,4.96,42.65,25.8,39.65,8.04,69.29,5.42,5.89,10.8,9.54,5.98,35.84,58.95,4.89,38.44,100,71.29,6.98
8/20/2020,7.8,,21.59,38.65,10.66,20.34,46.16,10.26,5.3,10.16,4.96,42.08,25.77,39.1,7.88,68.91,5.34,5.81,10.65,9.45,6.05,35.84,58.95,4.89,38.22,99.6,71.23,6.97
8/21/2020,7.95,,21.99,39.12,11.12,20.49,46.81,10.39,5.37,10.26,5.03,42.56,25.86,39.27,7.92,68.91,5.34,5.96,11.05,9.61,6.22,35.8,58.58,4.96,38.27,99.6,71.47,7.15
8/24/2020,7.88,,22.38,40.01,11.17,20.94,47.46,10.48,5.57,10.45,5.18,43.37,26.53,40.92,7.96,70.21,5.46,6.08,11.3,9.9,6.33,36.23,58.95,5.01,39.56,100,72.03,7.57
8/25/2020,7.92,,22.3,40.44,11.3,21.12,47.98,10.3,5.57,10.35,5.25,43.37,27.63,42.52,7.88,71.56,5.42,6.08,11.25,10.06,6.34,36.23,58.65,5.1,40.44,99.5,72.53,7.51
