time,ACB,BCM,BID,BVH,CTG,FPT,GAS,GVR,HDB,HPG,MBB,MSN,MWG,PLX,POW,SAB,SHB,SSI,STB,TCB,TPB,VCB,VHM,VIB,VIC,VJC,VNM,VPB
11/23/2022,12.11,72.88,27.13,42.71,14.98,43.84,74.54,12.04,7.46,10.45,8.5,92.9,39.23,24.39,8.64,72.69,5.62,10.54,17.5,10.39,9.32,41.33,44.4,9.5,29.85,100.4,65.44,13.26
11/24/2022,12.31,72.88,27.56,42.75,15.1,43.84,72.88,12.48,7.54,10.87,8.5,89,36.52,25.17,8.76,72.09,5.53,10.68,18.2,10.46,9.32,41.05,45,9.47,30.5,101.2,66.92,13.3
11/25/2022,12.6,72.78,29.01,43.9,15.84,44.77,72.19,12.96,7.61,11.59,8.78,94,36.62,25.85,8.97,71.89,5.8,11.41,18.9,10.86,9.46,41.1,47,9.71,32.5,102,67.74,13.66
11/28/2022,13.04,74.82,28.65,43.81,16.76,46.2,77.22,13.53,7.87,12.39,9.32,97.2,38.89,26.86,9.34,70.74,6.2,12.18,19.7,11.62,9.79,43.13,50.2,10.11,32.5,102.2,67.33,14.19
11/29/2022,12.98,76.76,29.74,44.18,16.82,46.2,77.15,13.58,7.87,13.18,9.32,99,41.46,27.09,9.34,70.3,6.33,12.64,19.75,11.9,10.02,44.87,53.1,10.05,34.7,102.8,68.4,14.23
11/30/2022,12.96,78.51,29.81,45.35,16.73,46.39,75.91,13.63,7.92,13.94,9.43,102,42.72,27,9.63,71.89,6.3,12.84,20,12.23,10.25,45.54,54.5,10.74,34.8,103,68.24,14.8
12/1/2022,13.19,78.51,28.29,44.74,16.05,46.45,73.37,14.2,8.12,13.79,9.64,99,42.67,28.37,9.26,70.06,6.64,12.14,19.5,12.94,10.16,44.98,53.5,10.61,33,103.2,67.91,14.8
12/2/2022,13.78,78.51,29.88,45.12,17.16,48.13,76.6,14.87,8.4,14.73,10.18,103.9,45.53,28.78,9.67,70.7,6.98,12.98,20.85,13.6,10.63,47.79,57.2,11.35,34.4,106.5,69.23,15.24
12/5/2022,13.84,79.68,29.92,47.27,17.55,48.69,77.98,14.97,8.63,15.15,10.29,105,46.11,29.33,9.5,71.78,7.01,13.88,22.3,13.7,10.79,47.79,58.3,11.62,34.05,106.9,70.05,15.99
12/6/2022,13.07,77.74,28.36,44.93,16.57,47.26,75.43,13.96,8.35,14.09,9.59,102,42.96,27.64,9.01,71.3,6.55,13.04,20.75,12.78,10.07,44.98,55,10.82,33.3,106,67.99,14.89
12/7/2022,13.07,76.96,28.29,45.21,16.79,47.57,73.57,13.43,8.1,13.83,9.37,100,43.45,26.72,9.05,71.5,6.52,12.84,20.3,12.47,9.76,44.14,55.5,10.85,35.6,106,67.99,14.27
12/8/2022,13.28,78.12,28.29,45.4,17.06,47.88,73.02,14.11,8.4,14.32,9.8,96,44.56,27.27,9.26,71.1,6.73,13.71,21.7,13.32,10.25,43.3,55.4,11.11,34.95,107,66.75,14.98
12/9/2022,13.51,77.25,28.43,44.83,17.22,48.5,73.02,14.44,8.55,14.55,9.86,97,44.75,27.82,9.26,71.1,6.61,13.51,22.4,13.35,10.49,43.46,54.1,11.11,33.9,111.5,65.93,14.89
12/12/2022,13.19,75.79,27.63,45.4,16.85,47.88,72.33,14.2,8.25,14.09,9.59,97,44.46,28.46,9.22,71.22,6.55,12.78,21.3,12.85,10.67,43.52,50.5,10.8,31.55,111.4,64.69,14.67
12/13/2022,13.51,77.74,28.07,46.71,17.28,48,72.75,14.39,8.38,14.39,9.75,97,44.95,28.73,9.42,71.1,6.8,13.61,22.55,13.6,10.72,43.97,53,11.01,30.8,112,64.28,15.07
12/14/2022,13.57,77.74,28.14,46.57,17.12,47.44,74.05,14.87,8.38,14.55,9.83,96,45,28.69,9.42,71.5,6.7,13.41,23.25,13.6,10.63,44.31,53,10.93,30.4,112.2,63.87,15.02
12/15/2022,13.6,77.64,28.29,46.33,17.34,48.31,73.23,14.97,8.53,14.66,10.26,98.2,45.53,28.6,9.42,71.5,6.8,13.51,23.25,13.94,10.72,44.7,50.7,11.14,30.3,112.9,63.95,16.04
12/16/2022,13.48,77.74,28.21,46.43,17.22,48.44,73.3,15.16,8.81,15.45,10.18,93.5,46.35,28.37,9.46,70.74,6.76,13.68,22.8,13.77,10.72,44.81,49.3,11.03,29.2,113,64.28,16.3
12/19/2022,13.34,77.06,28.14,45.12,16.91,47.63,72.47,14.68,8.83,15.15,9.94,95,45.68,27.82,9.17,69.9,6.8,13.68,22.4,13.82,10.49,44.53,48.2,11.01,28.25,111.2,63.46,15.82
12/20/2022,13.22,77.25,27.92,44.93,17.19,47.63,72.19,13.72,8.48,14.39,9.53,94,45.05,26.86,8.84,70.1,6.58,13.21,22.45,13.09,10.25,44.42,48.2,10.45,27.95,111.3,64.86,15.24
12/21/2022,13.37,77.25,28,44.93,16.88,48,71.3,13.63,8.55,14.32,9.59,94.9,44.95,27,8.64,70.91,6.52,12.88,23.55,13.09,10.07,44.25,48.5,10.45,27.45,111.6,65.68,15.55
12/22/2022,13.42,77.74,28.29,45.12,16.94,48,69.71,13.91,8.58,14.32,9.75,94.4,45.05,28.05,8.84,71.03,6.55,12.74,23.4,13.09,10.42,44.59,49,10.58,27.5,111.3,64.59,16.26
12/23/2022,13.42,77.54,28.29,44.83,16.97,48.5,69.92,13.77,8.66,13.9,9.61,95,44.37,28.28,9.05,70.91,6.45,12.21,23.5,13.04,10.25,44.48,49.8,10.42,27.55,111.5,63.92,16.17
12/26/2022,12.96,75.79,28.14,42.59,15.99,47.51,70.68,12.81,8.27,12.95,9.1,91.5,41.27,27.64,8.51,70.1,6,11.38,21.9,12.14,9.79,44.36,47,9.73,26.45,108.9,63.76,15.15
12/27/2022,12.96,77.64,29.01,43.52,16.33,47.57,71.02,13.67,8.32,13.83,9.34,91.6,42.43,28,8.8,69.49,6.36,12.14,22.5,12.42,9.81,44.48,47.5,10.08,26.7,108,64.26,15.77
12/28/2022,12.9,77.64,30.39,43.71,16.66,47.69,70.95,13.63,8.25,13.79,9.45,93,41.66,28.83,8.8,71.52,6.3,12.11,22.9,12.35,9.97,44.98,47.7,10.08,26.75,110.5,64.59,15.99
12/29/2022,12.9,76.96,29.01,43.52,16.57,47.38,70.68,13.24,8.1,13.64,9.43,94,41.56,28.69,8.68,70.06,6.17,11.74,22.35,12.26,9.97,45.38,47.8,10.03,26.8,109.2,64.59,15.68
12/30/2022,12.84,78.32,28,43.62,16.73,47.82,69.92,13.24,8.12,13.64,9.26,93,41.56,29.01,8.8,67.63,6.2,11.81,22.5,12.21,9.81,44.98,48,10.08,26.9,109.5,63.84,15.77
1/3/2023,13.31,81.62,29.88,44.65,17.19,49.74,72.33,14.01,8.4,14.58,9.75,96,42.58,30.15,9.13,68.48,6.48,12.61,23.5,12.97,10.21,46.44,49.4,10.56,28.4,111.7,65.85,16.3
1/4/2023,13.28,81.62,29.59,44.65,17.49,49.74,72.33,14.25,8.32,14.7,9.72,99.3,42.14,32.26,9.09,69.49,6.42,12.68,23.3,12.9,10.25,46.56,49,10.56,28,110.4,66.52,16.65
1/5/2023,13.4,81.43,29.56,44.98,17.49,50.12,73.43,14.3,8.35,15,9.86,99.5,42.24,32.76,9.71,70.59,6.45,12.88,24.2,13.06,10.51,47.23,49.7,10.66,28.1,110,68.12,16.7
1/6/2023,13.57,80.55,30.21,44.98,17.55,49.93,72.13,13.82,8.38,14.7,9.89,95.8,41.8,32.12,9.71,73.22,6.58,12.61,24.3,13.09,10.49,47.23,49.9,10.93,28.05,107.8,66.94,16.7
1/9/2023,13.54,79.97,29.74,44.83,17.86,49.93,71.99,13.82,8.53,14.85,9.89,96.5,40.69,32.49,9.59,72.78,6.55,12.68,24.65,13.11,10.49,48.86,50.2,11.22,27.5,109.2,67.7,16.61
1/10/2023,13.75,79.68,29.95,44.93,17.52,49.99,72.06,13.82,8.53,15,9.86,95.4,40.88,33.72,9.67,71.36,6.55,12.61,24.95,12.97,10.49,49.09,49.75,11.22,27.25,109.1,67.95,16.48
1/11/2023,14.19,79.68,29.92,45.49,17.86,50.3,71.78,13.91,8.5,15.3,9.89,96,41.22,34.09,9.63,73.34,6.58,12.88,24.7,13.06,10.46,47.85,50.8,11.25,27.55,110.1,66.61,16.26
1/12/2023,14.36,79.49,30.06,45.96,17.74,50.18,72.33,14.2,8.45,15.19,9.89,93.3,40.78,33.95,9.71,72.86,6.55,12.88,24.95,13.16,10.44,47.68,51.5,11.56,27.5,109.8,67.11,16.48
1/13/2023,14.16,79.58,30.32,45.77,17.86,49.74,71.99,13.96,8.48,15.11,9.89,95,40.73,33.9,9.79,75.33,6.67,12.81,25.3,13.13,10.44,48.24,52,11.7,27.5,107.7,67.61,17.09
1/16/2023,14.66,79.58,32.42,45.07,18.41,50.24,70.95,14.59,8.6,15.34,10.02,94.9,40.59,33.68,9.79,76.38,6.67,12.94,25.5,13.27,10.25,49.09,51.3,11.83,27.4,107.3,66.61,17.09
1/17/2023,14.83,81.14,32.6,45.49,18.78,50.99,71.78,15.11,8.78,16.4,10.51,97.5,41.7,34.18,10.04,75.77,6.92,13.61,26.55,13.7,10.72,50.27,52,12.15,27.6,110.6,67.87,17.27
1/18/2023,14.95,82.11,32.71,45.3,18.87,51.86,71.85,15.35,8.88,16.44,10.59,99.9,43.54,34.77,10.04,75.77,6.92,13.71,26.8,13.75,11,50.61,52.5,12.15,28.35,112.3,68.2,17.31
1/19/2023,15.24,81.91,33.33,46.71,19.09,52.17,71.99,15.64,8.91,16.02,10.62,102,44.17,34.77,10.08,75.25,6.95,14.15,26.8,13.75,11.19,52.29,52.2,12.15,28.7,114.5,68.2,17.18
1/27/2023,15.45,82.79,32.31,47.74,18.63,52.23,74.54,16.17,9.01,16.29,10.67,103.7,44.46,34.87,10.08,78.25,6.98,13.98,26.65,13.72,11.42,52.29,53.3,12.39,29.6,116.2,67.11,17.36
1/30/2023,14.89,82.4,32.27,47.27,18.26,52.04,73.43,15.83,9.29,16.48,10.43,102,44.75,33.9,10.21,76.99,6.8,14.01,25.85,13.56,11.14,50.55,51.5,12.23,28.85,113,66.61,16.96
1/31/2023,15.27,82.4,32.71,47.17,18.72,51.92,73.23,16.03,9.5,16.74,10.59,101.1,45.05,33.68,10.25,76.58,6.86,14.41,27.1,13.89,11.65,51.67,50.9,12.49,28.55,116.3,64.68,17.14
2/1/2023,14.77,81.62,31.04,46.8,17.8,50.99,73.43,14.92,9.67,15.98,10.24,95.2,45.63,33.17,9.88,75.77,6.61,13.44,25.65,13.32,11.05,50.1,48,12.52,27.6,113.9,64.76,16.12
2/2/2023,14.66,81.62,31.3,46.75,17.92,50.93,73.71,14.63,9.34,16.14,10.26,96.7,48.34,33.13,9.92,75.98,6.52,13.44,26.15,13.23,11.14,50.94,47.9,12.52,27.9,112,64.34,16.21
2/3/2023,14.36,81.62,31.44,46.52,17.83,49.81,72.47,14.78,9.44,15.98,10.08,96.5,46.3,34.13,10.04,78.12,6.52,13.18,26.05,12.8,11.19,52.29,48.1,12.89,28,109.1,63.76,16.08
2/6/2023,14.6,81.62,32.64,47.36,18.35,50.05,73.02,14.97,9.42,16.02,10.13,96.3,45.68,35.51,10.37,79.18,6.52,13.34,25.7,13.2,11.23,53.98,47.95,12.55,28,109.5,64.93,16.3
2/7/2023,14.42,81.62,31.77,46.05,17.92,50.18,73.23,14.2,9.16,14.96,9.94,94.1,44.27,35.69,10.08,77.48,6.33,12.71,25.75,12.94,11.37,51.73,46.8,12.23,27.5,109.4,63.84,15.82
2/8/2023,14.45,82.11,32.27,46.1,18.35,50.49,73.92,14.15,9.32,15.79,9.97,93.5,43.11,34.04,10.12,79.91,6.33,13.01,25,13.16,11.46,52.97,46.6,12.31,27.2,108,63.59,15.82
2/9/2023,14.36,82.3,31.91,46.19,18.05,50.18,74.47,14.35,9.27,15.61,9.99,91.8,42.62,34.68,9.92,78.53,6.33,12.91,24.45,12.9,11.3,52.29,45.3,12.2,27.1,101.9,62.92,15.86
2/10/2023,14.19,82.11,31.15,46.61,17.86,50.18,73.09,14.06,9.24,15.53,9.91,91.2,40.78,35.05,9.92,76.75,6.3,12.68,23.65,12.73,10.98,53.14,45.4,11.64,27,102,63.67,15.42
2/13/2023,14.01,81.43,32.2,45.4,17.89,50.18,72.95,13.43,9.19,15.3,9.75,92.9,41.17,34.68,9.67,77.76,6.11,12.34,24.5,12.57,10.72,52.57,44.4,11.2,26.7,103.1,63.17,14.98
2/14/2023,13.98,82.11,31.48,45.96,17.62,50.24,72.75,13.58,8.99,15.61,9.67,92.9,41.17,34.77,9.79,76.18,6.14,12.61,24.4,12.68,10.95,52.01,42.75,11.36,26.45,102.8,62.66,14.71
2/15/2023,14.39,82.5,31.91,46.24,17.74,50.74,73.78,13.91,9.06,15.76,9.75,93,41.41,35.46,9.92,76.58,6.23,12.74,23.35,12.94,11.09,52.29,42.5,11.48,26.45,102.7,63.76,15.15
2/16/2023,14.54,82.59,32.64,46.89,18.23,50.74,74.33,14.15,9.42,16.14,9.89,92.9,41.95,35.69,10.21,76.87,6.3,13.01,23.9,13.18,11.19,51.95,42.5,11.59,26.7,102.8,64.17,15.42
2/17/2023,14.54,82.5,33.22,47.17,18.2,50.74,73.85,14.11,9.39,15.91,9.8,91.3,41.9,35.32,10.25,75.81,6.3,12.98,24.4,13.13,11.12,52.29,43.3,11.92,26.75,102.6,63.76,15.24
2/20/2023,15.12,83.57,34.23,47.92,18.69,51.49,75.09,14.83,9.57,16.59,10.24,94.5,42.91,36.06,10.46,77.07,6.55,13.84,25.7,13.51,11.46,52.74,45.2,12.2,27.05,102.6,65.01,16.12
2/21/2023,14.95,83.08,33.54,47.27,18.32,51.49,74.61,14.73,9.67,16.36,10.08,93.8,43.11,37.15,10.29,77.19,6.45,13.64,25.35,13.42,11.56,52.97,45.2,12.09,27.15,102.5,64.76,15.68
2/22/2023,14.57,82.11,32.64,46.8,17.74,50.86,73.71,13.96,9.42,16.06,9.89,91,41.66,34.96,9.92,75.77,6.3,12.88,24.7,12.99,10.98,52.29,42.6,11.64,26.5,100.8,63.34,15.37
2/23/2023,14.89,82.21,33.04,46.43,17.8,50.61,72.88,14.2,9.19,16.29,9.83,87.6,41.66,35.09,10.08,75.81,6.3,13.14,25,13.2,11.19,52.46,42,11.92,26.5,98.2,63.5,15.46
2/24/2023,14.42,81.72,32.35,45.77,17.34,50.24,73.37,13.72,8.91,15.76,9.59,85.9,40.78,34.5,9.92,76.58,6.21,12.68,24.3,12.87,10.95,52.57,41,11.64,26.45,96.2,62.66,15.11
2/27/2023,14.22,81.04,32.09,45.12,16.91,49.93,71.64,13.39,8.6,15.23,9.34,79.9,39.23,33.9,9.92,75.09,6.1,12.18,23.6,12.75,10.84,52.18,40.9,11.39,26.25,98.5,63.08,14.98
2/28/2023,14.3,81.33,31.98,45.4,16.82,50.05,71.3,13.39,8.68,15.15,9.34,82,38.75,34.13,10,76.18,6.1,12.18,23.75,12.52,10.86,52.57,41.5,11.39,26.3,100,63.34,15.02
3/1/2023,14.74,81.91,33.11,46.29,17.34,50.05,72.4,13.82,9.01,15.83,9.56,80.5,39.52,35.37,10.21,78,6.23,12.64,25.4,12.9,11.19,52.29,41.2,11.7,26.35,101.5,64.51,15.37
3/2/2023,14.69,81.62,33.65,45.86,17.06,49.74,72.33,13.67,9.16,15.61,9.43,79,39.04,35.37,10.5,76.62,6.17,12.44,25.6,12.85,11.09,52.4,41.1,11.64,26.4,101.6,64.17,15.24
3/3/2023,14.36,81.14,33.29,45.35,17.06,48.81,71.99,13.53,9.06,15.42,9.29,76,38.17,35.51,10.21,76.17,6.1,12.31,25,12.66,10.91,51.11,40.95,11.45,26.35,101.2,63.76,14.98
3/6/2023,14.25,81.33,33.22,44.93,17.4,48.62,71.44,13.63,9.16,15.45,9.37,74.4,38.17,35.6,10.29,75.36,6.19,12.51,24.9,12.85,10.93,51.17,42.1,11.42,26.3,96.3,62.92,15.07
3/7/2023,14.36,81.62,34.02,45.21,17.8,49,71.99,13.82,9.42,15.98,9.43,78.3,38.46,35.69,10.37,76.13,6.22,12.94,25,12.8,10.95,51.67,42.3,11.42,26.35,97.1,63.59,15.33
3/8/2023,14.66,82.11,34.81,45.86,18.05,49.43,72.95,13.91,9.47,16.06,9.53,80.4,38.17,35.6,10.54,75.97,6.27,13.21,25.35,12.9,11.16,51.84,42.35,11.48,26.5,98.3,64.17,15.99
3/9/2023,14.86,81.62,34.56,46.29,18.05,50.12,73.57,14.54,9.42,16.06,9.64,80.8,38.75,35.69,10.74,75.97,6.42,13.21,26.5,13.13,11.42,52.29,42.4,11.75,26.5,101.8,64.17,16.04
3/10/2023,14.6,81.43,34.2,46.05,17.92,49.43,73.71,14.39,9.42,16.14,9.61,83.9,38.51,34.91,10.7,75.6,6.3,13.21,26,12.83,11.19,51.79,42.85,11.61,26.55,100.6,64.51,16.12
3/13/2023,14.36,81.33,33.54,46.33,17.98,49.06,74.47,14.35,9.39,15.98,9.48,84.5,38.17,34.82,10.87,76.17,6.2,13.11,25,12.64,11.32,51.45,44.75,11.48,26.65,100.7,64.51,17.09
3/14/2023,14.1,80.75,32.67,45.58,17.8,48.94,74.19,13.72,9.19,15.38,9.32,83.6,37.39,33.95,10.62,77.39,6.22,12.71,24.4,12.42,11.28,51.17,44.75,11.23,26.5,101.7,64.26,17.09
3/15/2023,14.54,80.85,33.94,46.15,18.11,50.05,73.71,14.59,9.42,16.14,9.64,84.7,38.75,34.45,11.16,77.19,6.39,13.58,25.35,12.85,11.49,51.39,46,11.86,27,104.9,64.68,17.45
3/16/2023,14.3,79.87,33.54,45.49,17.77,49.25,72.06,14.25,9.09,15.79,9.45,83.8,38.17,33.26,10.95,77.8,6.3,13.44,24.6,12.64,11.49,51.17,44.5,11.59,26.65,102,64.09,17.14
3/17/2023,14.27,80.07,33.58,46.8,17.8,49.12,71.44,14.3,9.42,15.45,9.45,83.5,38.17,32.39,11.08,78.21,6.39,13.54,25.05,12.59,11.79,50.04,43.35,11.61,26.6,108.9,62.5,17.36
3/20/2023,14.07,79.29,32.89,45.86,17.19,48.25,70.95,13.77,9.06,15.15,9.37,81.5,36.91,32.39,10.62,76.99,6.23,13.01,24.2,12.4,11.17,47.85,42.55,11.39,26.4,105.6,62.33,17.36
3/21/2023,14.19,79.68,32.89,45.86,17.37,48.56,71.09,13.87,8.86,15.49,9.4,80.1,37.3,31.75,10.91,75.76,6.33,13.34,24.6,12.45,11.17,48.64,45.4,11.5,26.4,103.8,62.41,17.93
3/22/2023,14.16,79.19,33.44,45.86,17.49,48.81,70.89,13.91,8.99,15.38,9.43,80.5,36.76,31.75,10.87,76.37,6.36,13.24,24.8,12.38,11.27,50.04,47.65,11.48,26.4,104.8,62.41,18.5
3/23/2023,14.36,79.58,33.29,45.77,17.62,48.5,70.61,13.91,8.99,15.45,9.43,79,36.62,32.81,10.91,76.58,6.55,13.58,25,12.38,11.4,51,48,11.45,26.4,105.7,63.17,18.55
3/24/2023,14.39,79.68,33.04,45.4,17.49,48.87,70.54,14.2,9.19,15.45,9.61,78,36.76,33.26,10.95,76.5,6.55,13.64,25.05,12.49,11.38,50.04,49,11.61,26.65,106.2,62.92,18.63
3/27/2023,14.33,79.87,33.36,45.4,17.65,49.18,70.27,14.3,9.27,15.76,9.72,76.7,36.91,32.67,10.99,75.76,6.64,14.01,25.5,12.52,11.33,51.17,48.4,11.7,26.65,106.5,62.58,18.72
3/28/2023,14.33,79.97,33.36,45.4,17.74,49.25,71.44,14.2,9.24,15.68,9.75,77.6,37.88,32.76,10.99,75.76,6.76,13.88,25.4,13.01,11.3,51.62,48,11.72,26.7,106.4,62.41,18.5
3/29/2023,14.3,79.87,33.51,45.21,17.8,49.12,70.82,14.15,9.22,15.76,9.91,78.8,37.49,32.94,11.03,75.52,6.73,14.04,25.35,13.23,11.33,51.9,48,11.78,26.75,106.2,62.83,18.41
3/30/2023,14.42,79.97,33.51,45.35,17.8,49.18,70.54,14.11,9.52,15.76,9.89,79.2,37.39,33.77,10.91,75.36,6.61,13.98,26,13.09,11.45,52.12,49.55,11.84,26.85,106.3,62.92,18.41
3/31/2023,14.66,80.55,33.51,45.35,17.92,49.18,70.27,14.87,9.8,15.76,9.89,77.8,37.34,34.27,10.91,75.23,6.7,14.35,26.2,13.39,11.48,51.39,51.5,11.86,27.5,105.1,62.41,18.55
4/3/2023,14.8,81.14,33.29,45.86,18.38,50.3,70.61,15.31,9.85,15.91,10.13,76.8,37.78,34.32,10.91,73.73,6.98,14.68,26.75,13.84,11.76,52.18,52.6,12.03,29,102.6,62.41,18.68
4/4/2023,14.74,79.68,33.36,46.05,18.2,50.05,70.2,15.31,9.75,15.98,10.16,78.4,38.56,34.73,11.16,72.5,7.17,15.01,26.9,13.94,11.69,51.73,51,12.25,28.4,102,62.25,18.86
4/5/2023,14.83,78.9,33,45.91,18.41,50.12,70.2,15.55,10.03,16.29,10.18,78.4,38.51,34.82,11.12,71.89,7.2,15.01,26.25,13.94,11.74,51.79,52.2,12.17,27.75,102.9,62.5,18.68
4/6/2023,14.6,78.22,33.36,45.4,18.14,49.93,69.92,14.97,10.01,16.29,10.02,77,37.88,34.18,10.87,72.06,7.08,14.58,25.65,13.98,11.95,51.28,51.2,11.91,27.25,102.2,62.33,18.41
4/7/2023,14.69,77.93,33.11,45.4,18.11,50.05,69.71,15.26,9.9,16.06,10.08,77.6,37.78,34.5,10.79,72.1,7.23,15.01,26,13.96,11.95,50.61,50.7,11.86,27.2,103,62.66,18.41
4/10/2023,14.66,77.74,32.42,45.77,18.01,49.93,68.54,15.26,10.03,15.68,10.08,77.2,39.72,34.13,11.03,71.93,7.48,14.95,25.95,14.27,11.95,50.04,49.8,11.86,26.9,102.3,62.41,18.41
4/11/2023,14.63,77.93,32.2,46,18.17,49.93,68.82,15.59,9.95,15.76,10.16,77.9,39.43,33.81,11.08,71.28,7.33,15.08,25.95,14.36,11.95,49.59,51.5,11.97,26.8,102.3,62.41,18.5
4/12/2023,14.57,77.74,32.2,45.4,18.11,49.93,68.75,15.69,10.01,15.72,10.13,79.5,39.48,33.86,11.28,69.65,7.61,14.68,26.1,14.5,11.95,49.65,51.6,12.08,26.55,99.7,62.33,18.19
4/13/2023,14.63,77.54,32.6,45.3,18.05,49.5,68.89,15.31,10.03,15.49,10.05,79.2,39.77,34.04,11.12,69.04,7.51,14.51,26.45,14.27,12,49.59,50.5,12,26.5,99.3,61.66,18.15
4/14/2023,14.63,77.06,32.24,44.93,17.86,49.5,67.58,14.68,9.93,15.64,9.91,78.1,38.75,33.4,10.83,68.02,7.39,14.15,25.7,13.65,12,49.71,50,11.8,26.45,98.5,61.07,18.06
4/17/2023,14.66,77.15,32.64,44.18,17.92,49.5,66.96,14.78,9.83,15.79,9.89,78.1,38.6,33.04,11.03,66.8,7.36,14.25,25.9,13.91,11.89,49.71,50.3,11.71,26.45,99.6,60.15,18.02
4/18/2023,14.51,77.25,32.35,43.99,17.86,49.37,66.68,14.87,9.85,15.87,9.83,78.2,38.7,33.68,11.16,67.54,7.17,14.51,25.9,13.77,11.79,49.48,50.8,11.71,26.4,99,61.24,17.84
4/19/2023,14.3,76.96,32.2,43.2,17.62,49.31,65.86,14.44,9.7,15.76,9.8,78.7,39.23,33.31,10.91,69.41,7.08,14.21,25.5,13.7,11.56,49.76,50.4,11.6,26.3,100.1,60.4,17.36
4/20/2023,14.22,77.15,32.35,43.99,17.65,49.37,66.13,14.54,9.78,15.76,9.83,78,39.14,33.36,10.87,69.45,7.08,14.08,25.7,13.63,11.58,49.65,50.7,11.57,26.3,99.5,60.32,17.05
4/21/2023,14.22,76.86,32.06,43.85,17.55,49.31,65.72,14.49,9.57,15.68,9.78,76.4,38.07,33.63,10.58,69.45,6.92,14.45,25.6,13.56,11.66,49.2,50.3,11.43,26.35,97.5,59.48,17.14
4/24/2023,14.19,76.86,31.69,43.43,17.74,49.18,64.13,14.68,9.55,15.64,9.89,73.3,37.2,33.63,10.74,69.69,6.86,14.35,25.55,13.94,11.82,49.42,50.5,11.52,26.3,97.4,59.14,17.18
4/25/2023,14.16,76.47,31.59,42.68,17.49,48.75,63.38,14.49,9.34,15.95,9.89,71.3,36.52,33.31,10.58,69.65,6.8,14.08,25.05,13.7,11.76,49.65,50.2,11.35,26.25,95.9,58.64,17
4/26/2023,14.16,76.47,31.98,42.92,17.43,48.69,64.34,14.73,9.62,16.67,9.94,71.4,37.2,33.77,10.58,69.65,6.89,14.25,25.4,14.17,11.89,50.27,48,11.6,25.95,95.2,59.56,17.05
4/27/2023,14.16,76.28,31.84,41.98,17.4,48.69,63.51,14.83,9.67,16.44,9.97,72.3,37.44,34.27,10.62,70.88,6.89,14.11,25.15,14.12,11.92,50.61,47.5,11.49,25.25,95.1,58.3,17.09
4/28/2023,14.19,76.47,31.55,42.03,17.71,48.19,63.93,14.92,9.57,16.4,9.99,73.1,37.97,34.27,10.83,70.06,6.98,14.38,25.3,13.94,12.31,50.89,49.5,11.63,26.05,97,58.72,17.53
5/4/2023,14.48,75.89,31.73,42.35,17.34,48.81,63.38,15.07,9.57,16.14,9.86,70.6,36.71,34.27,10.74,67.86,6.89,14.51,25.15,13.72,12.2,49.76,49.5,11.46,25.65,95.5,57.55,17.23
5/5/2023,14.45,75.7,31.51,42.96,17.09,48.75,63.31,14.87,9.7,16.25,9.8,73,36.62,34.59,10.79,67.41,6.83,14.31,24.95,13.56,12.08,50.49,49,11.43,25.35,96,57.72,17.14
5/8/2023,14.63,75.89,32.42,43.06,17.12,48.81,64.13,15.55,9.78,16.36,9.89,74.1,36.67,34.59,10.99,67.82,6.98,14.88,25.65,13.89,12.02,52.29,49.4,11.54,25.45,96.3,59.06,17.14
5/9/2023,14.6,75.5,32.71,43.06,17.19,49.06,64.82,15.5,9.7,16.51,9.91,73.6,36.76,34.77,11.03,67.25,6.98,14.85,25.75,13.84,12.18,51.9,49.3,11.49,25.3,95.4,59.31,17.14
5/10/2023,14.6,75.4,32.64,43.01,17.34,49.12,64.2,16.17,9.75,16.44,10.02,73.6,37.78,34.55,11.08,67.29,7.23,15.01,26.35,13.84,12.28,51.73,49.35,11.71,25.3,96.8,59.14,17.23
5/11/2023,14.6,75.31,32.64,42.78,17.4,49.18,63.51,16.03,9.78,16.48,10.02,73.8,37.49,34.55,10.99,67.01,7.17,14.95,26.4,13.75,12.2,51.17,49.15,11.66,25.25,96.7,58.72,17.45
5/12/2023,14.66,75.31,32.64,43.06,17.43,50.05,63.72,16.12,9.88,16.93,10.1,74.4,37.78,34.36,11.08,66.76,7.23,15.51,26.8,13.84,12.18,52.18,51.2,11.63,25.85,97.2,58.39,17.4
5/15/2023,14.66,75.21,32.57,42.59,17.25,50.37,63.51,15.5,9.88,16.74,10.21,74.1,37.68,34.59,10.99,66.84,7.17,15.28,27,14.12,12.36,51.56,51.7,11.83,27.2,97.3,57.88,17.45
5/16/2023,14.66,75.21,32.64,42.4,17.16,50.68,63.65,15.35,9.93,16.67,10.18,73.3,37.25,34.82,11.16,66.39,7.23,15.28,27.4,14.08,12.33,52.07,52.2,11.86,26.45,97.5,58.47,17.27
5/17/2023,14.6,75.31,32.49,42.17,16.88,50.68,63.31,15.21,9.98,16.51,9.99,73.1,36.96,34.32,10.99,66.19,7.29,14.98,27,13.82,12.02,52.18,53.4,11.8,26.6,98.3,57.88,16.92
5/18/2023,14.66,76.28,32.38,41.93,17.03,51.55,64.07,15.21,9.88,16.63,10.08,73.2,36.91,34.27,11.08,66.11,7.23,15.21,27.2,13.96,12.1,53.42,55,12.17,26.6,99.4,58.05,16.96
